,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
9667,A70H7FGZW65UDVBC,3594.887875913972,2,1,2,4
9668,A70HY78WAEH3TDJL,7189.775751827944,4,4,4,2
9669,A70NGU57O1RV49E6,3594.887875913972,3,1,2,3
9670,A70NR7ZTALOB4ZCL,3473.055488248122,1,1,1,5
9671,A70NWALAB8YYJVQV,3594.887875913972,5,1,2,1
9672,A70P0BG1TMPU26VD,3458.2679636021335,1,1,1,5
9673,A70QA0NSV6KLQ7BA,3458.2679636021335,1,1,1,5
9674,A70SK7ACWVRMU08O,3594.887875913972,4,1,2,2
9675,A70T1X0JJ68MC5QX,17974.43937956986,4,5,5,2
9676,A70TP64MNSGQR16A,21569.327255483833,4,5,5,2
9677,A70TVCDDCUII3GP5,3594.887875913972,3,1,2,3
9678,A70UKW1J33VQRQYR,3473.055488248122,1,1,1,5
9679,A70UOVO7436QE0WJ,3544.3271767810024,2,1,1,4
9680,A70UVWPXSLZVR2CV,3594.887875913972,3,1,2,3
9681,A70VO7BQ4GV11JAU,3594.887875913972,4,1,2,2
9682,A70VOH61TGNFHFTG,3473.055488248122,1,1,1,5
9683,A70WAP3BWT1Y02BX,3594.887875913972,5,1,2,1
9684,A70XZK77OLX8TJNM,3594.887875913972,5,1,2,1
9685,A70Z5PM6I1LBU39G,3454.578643139641,1,1,1,5
9686,A70ZC8MFA1OX3I0W,3454.578643139641,1,1,1,5
9687,A70ZDCTFZ7OHUZ9H,3594.887875913972,5,1,2,1
9688,A70ZW4CMYRVOCVES,3594.887875913972,3,1,2,3
9689,A7106CUU37DH2TQL,3594.887875913972,4,1,2,2
9690,A71165RFLSGB6XD1,3454.578643139641,1,1,1,5
9691,A7127B009H92F5LA,3454.578643139641,1,1,1,5
9692,A714D82WMLXU5RHV,3594.887875913972,5,1,2,1
9693,A71552L5Y2CTU27P,17974.43937956986,5,5,5,1
9694,A716ML9HPEP2ZI2X,3454.578643139641,1,1,1,5
9695,A7174CCKEB306313,3594.887875913972,4,1,2,2
9696,A71809741JY8KQF7,7088.654353562005,2,4,4,4
9697,A7191SM5GSBV8O8J,3594.887875913972,3,1,2,3
9698,A7192YPHDBIN30MG,3454.578643139641,1,1,1,5
9699,A7193VDTZ8BTWU1K,3594.887875913972,4,1,2,2
9700,A719K0X8ACO04Z7I,14379.551503655888,5,5,5,1
9701,A719K28GTOVSH8H2,7189.775751827944,5,4,4,1
9702,A71BR9GJIGWWKB5W,10784.663627741917,4,5,5,2
9703,A71BV8E9OPXAPXWF,7189.775751827944,2,4,4,4
9704,A71EPEDA4BQFT6M3,3473.055488248122,1,1,1,5
9705,A71G9DGONK5XHUQF,10784.663627741917,3,5,5,3
9706,A71IE9E13L4S76EH,3454.578643139641,1,1,1,5
9707,A71IVJLZIU9MSCKE,3473.055488248122,1,1,1,5
9708,A71JAJKC80FP1S5S,7189.775751827944,5,4,4,1
9709,A71JKHUGOUFTLT1X,10784.663627741917,4,5,5,2
9710,A71K0AYUPZSU2VSD,7189.775751827944,3,4,4,3
9711,A71KW5HZX4RQQW7X,3594.887875913972,3,1,2,3
9712,A71L6JAKBU1K2STF,7189.775751827944,4,4,4,2
9713,A71LN42706HO1FLX,3544.3271767810024,2,1,1,4
9714,A71OA873RA8IX72W,7189.775751827944,5,4,4,1
9715,A71QFLMFEX4E6YUI,7189.775751827944,3,4,4,3
9716,A71QXOLUH38PKJEM,3594.887875913972,3,1,2,3
9717,A71R1GK50R9683W5,3458.2679636021335,1,1,1,5
9718,A71T0YLDPE61FLZV,3458.2679636021335,1,1,1,5
9719,A71U6ZEGRFDHNBEQ,3594.887875913972,3,1,2,3
9720,A71V1ONAOCMUKQH1,3594.887875913972,3,1,2,3
9721,A71WIME8H84KFBEI,3594.887875913972,3,1,2,3
9722,A71ZOEW8MIIM0ZZ0,3454.578643139641,1,1,1,5
9723,A721SFCZN4M00PCY,3594.887875913972,5,1,2,1
9724,A7236149NFBRBQIX,14177.30870712401,2,5,5,4
9725,A723PM9RRTSKD5QY,7189.775751827944,4,4,4,2
9726,A724FB1CBKRMMMW2,3473.055488248122,1,1,1,5
9727,A724JU8UA6X58F8R,3473.055488248122,1,1,1,5
9728,A725GCS8BXUZG6K0,7189.775751827944,3,4,4,3
9729,A725TF4U6Y4O2VGS,3594.887875913972,3,1,2,3
9730,A726MWEP32JVKKN1,7189.775751827944,5,4,4,1
9731,A728D76FUG7RKF77,7189.775751827944,5,4,4,1
9732,A728LJ1R82D66POC,3594.887875913972,3,1,2,3
9733,A72ABJ8QXDKPPC2O,7189.775751827944,5,4,4,1
9734,A72C9LISO7JBCHYQ,3594.887875913972,3,1,2,3
9735,A72D54OL4POV25H7,3544.3271767810024,2,1,1,4
9736,A72F57XRLW4USDTO,3458.2679636021335,1,1,1,5
9737,A72GR7EJGMCX5T2I,3473.055488248122,1,1,1,5
9738,A72HFZ3IA8BVKLOJ,3473.055488248122,1,1,1,5
9739,A72HLFN3K1B25TZ2,3594.887875913972,2,1,2,4
9740,A72K05OS9YOOYAS8,7189.775751827944,5,4,4,1
9741,A72K7ONRAJM8XTHW,3594.887875913972,5,1,2,1
9742,A72KAOGGYMBD72XK,3544.3271767810024,2,1,1,4
9743,A72KTP6LN7V8I8ZX,3594.887875913972,3,1,2,3
9744,A72LHUY0989H2FOX,3454.578643139641,1,1,1,5
9745,A72N8I34ZLBC7OQM,3594.887875913972,5,1,2,1
9746,A72PT5BHDGROKQQ6,3594.887875913972,2,1,2,4
9747,A72QODTT5TTBGYMU,3594.887875913972,4,1,2,2
9748,A72RW26NIWDM52PG,3594.887875913972,4,1,2,2
9749,A72UB2PPC4GF8NND,3594.887875913972,5,1,2,1
9750,A72UBKV5M0ADM6TO,3544.3271767810024,2,1,1,4
9751,A72UFPWI7PYVSG73,3454.578643139641,1,1,1,5
9752,A72VI582UT3HWE7Y,3594.887875913972,4,1,2,2
9753,A72VMJZC5W5S3QAS,17974.43937956986,2,5,5,4
9754,A72VSWJCC44LT8B9,7189.775751827944,4,4,4,2
9755,A72WKIJ3CJQ2MLCJ,3544.3271767810024,2,1,1,4
9756,A72X2OMU1T3ZCBQI,3454.578643139641,1,1,1,5
9757,A7300MKGXYPGLG10,10784.663627741917,5,5,5,1
9758,A731IQ5I9GGOH1DG,3544.3271767810024,2,1,1,4
9759,A7325Y6GKBVLJ247,7189.775751827944,5,1,4,1
9760,A73266CSB37QS69D,3454.578643139641,1,1,1,5
9761,A733JMT631J6PKYM,13892.221952992488,1,5,5,5
9762,A7349LU2J9ZHSJHA,3594.887875913972,4,1,2,2
9763,A734P3V7KUJLGQ3F,7189.775751827944,5,4,4,1
9764,A7358FQDW42AX8S0,3544.3271767810024,2,1,1,4
9765,A735F1SF5F1X4E32,10374.8038908064,1,4,5,5
9766,A735UEP0JCVR68NL,3544.3271767810024,2,1,1,4
9767,A736DNDRMXUA9OIZ,3458.2679636021335,1,1,1,5
9768,A736M942QMJAPQ1E,3544.3271767810024,2,1,1,4
9769,A73BME5FCJ5NNY5X,3594.887875913972,3,1,2,3
9770,A73C9UD32NSKTKB0,7189.775751827944,4,4,4,2
9771,A73DB81YEOF7RJ68,3473.055488248122,1,1,1,5
9772,A73DDT40LKIBO4GJ,3594.887875913972,4,1,2,2
9773,A73DT555AAK14TCQ,7189.775751827944,5,4,4,1
9774,A73DWTICEIM5GBYK,3594.887875913972,5,1,2,1
9775,A73FFFLGWG2JO0A8,7189.775751827944,4,4,4,2
9776,A73GCPSCH6CWHSNT,3594.887875913972,4,1,2,2
9777,A73GJ81RQFK0EDLZ,3594.887875913972,3,1,2,3
9778,A73KXWRZRCZ4986Q,3594.887875913972,4,1,2,2
9779,A73MJPYIE7U9BSD3,3458.2679636021335,1,1,1,5
9780,A73ML8T603JARK62,6946.110976496244,2,4,4,4
9781,A73MQD4L27PWXD4F,6946.110976496244,1,4,4,5
9782,A73NJK9ZF0IRXQ22,3594.887875913972,3,1,2,3
9783,A73P7C9H3R0KWBG4,3594.887875913972,3,1,2,3
9784,A73Q95OIPCHNG4XU,3544.3271767810024,2,1,1,4
9785,A73QO8Q2RS6DVZTH,7189.775751827944,4,4,4,2
9786,A73RGEB23FR10O75,21569.327255483833,3,5,5,3
9787,A73S8E6BH4TG6OKU,3594.887875913972,5,1,2,1
9788,A73SLA8EXQ6XPMNT,3544.3271767810024,2,1,1,4
9789,A73SPHKFTU6SFS29,3473.055488248122,1,1,1,5
9790,A73UEQD72DE4366R,3544.3271767810024,2,1,1,4
9791,A73UNRTN1TE16AVB,7088.654353562005,2,4,4,4
9792,A73VLSDNIP7ZSC0Q,7088.654353562005,2,4,4,4
9793,A73WKZ15SFU7HW8Y,3594.887875913972,5,1,2,1
9794,A73XRM9M9E0FTLHL,3594.887875913972,3,1,2,3
9795,A73YABOLREIO4JID,3458.2679636021335,1,1,1,5
9796,A73Z0M0ZSNC356AP,3594.887875913972,4,1,2,2
9797,A73ZP2F8NTSN9CRX,7189.775751827944,2,4,4,4
9798,A7417ZPIGU62JBOV,3594.887875913972,4,1,2,2
9799,A741ACM2A1C0TX0G,3544.3271767810024,2,1,1,4
9800,A741WXA00QC4GBJV,3544.3271767810024,2,1,1,4
9801,A742DIY7AOEDF3JN,3458.2679636021335,1,1,1,5
9802,A742IYWIKTTPS23A,3594.887875913972,4,1,2,2
9803,A742JGTZ6XMTBRO9,3454.578643139641,1,1,1,5
9804,A743004L1IDACUQD,3594.887875913972,3,1,2,3
9805,A7442VPSGPX9PEHN,3594.887875913972,5,1,2,1
9806,A74562X3875R8DEN,3594.887875913972,4,1,2,2
9807,A7475FEMVNT1TYT5,3594.887875913972,4,1,2,2
9808,A748R9RI3C0DUTTX,7189.775751827944,5,4,4,1
9809,A749WHNFRSHOECQD,3454.578643139641,1,1,1,5
9810,A74A88VULN0JGIK0,3454.578643139641,1,1,1,5
9811,A74AAJ2MCTJSJY92,3544.3271767810024,2,1,1,4
9812,A74B1IHM8LMZA3OH,3454.578643139641,1,1,1,5
9813,A74B5UURQUB204WZ,10784.663627741917,5,5,5,1
9814,A74CYAOTPREJNJJW,3594.887875913972,3,1,2,3
9815,A74EDYXOP252CM0C,7189.775751827944,5,4,4,1
9816,A74EFANMHDK8MY8T,3594.887875913972,4,1,2,2
9817,A74ENJ6SLSAD6V1W,7189.775751827944,5,4,4,1
9818,A74ESJUFDBIH7XXD,17974.43937956986,5,5,5,1
9819,A74FKXWQ89BHAT9U,10632.981530343008,2,5,5,4
9820,A74FZA90P407QWPW,3594.887875913972,3,1,2,3
9821,A74HIPWTFIEW54PT,3544.3271767810024,2,1,1,4
9822,A74JNAUKE63BNXXX,3594.887875913972,3,1,2,3
9823,A74OR1UEEWHYUIF9,3594.887875913972,3,1,2,3
9824,A74P6QSF9EV4UXKO,3594.887875913972,4,1,2,2
9825,A74QYS2HBZ1RBLN6,7189.775751827944,4,4,4,2
9826,A74TRVSFXJYG2QBY,3594.887875913972,5,1,2,1
9827,A74UPDVTZ1JC2J0T,3454.578643139641,1,1,1,5
9828,A74V9BMRZPGIIGHG,7189.775751827944,5,4,4,1
9829,A74WQJC3IUJL7WEI,3458.2679636021335,1,1,1,5
9830,A74XTEZY5M6DGRQJ,3544.3271767810024,2,1,1,4
9831,A74YMUQ2HG5Z5BC0,10632.981530343008,2,5,5,4
9832,A74ZE6SPEO5K7SU3,3454.578643139641,1,1,1,5
9833,A750OKCPML3IHUWD,21569.327255483833,5,5,5,1
9834,A7526NSYMFA60XGD,3594.887875913972,5,1,2,1
9835,A753481FYNE8YUA8,3544.3271767810024,2,1,1,4
9836,A7563W9R47DD6HK5,3594.887875913972,5,1,2,1
9837,A756V8WIG1UBWSK2,3458.2679636021335,1,1,1,5
9838,A756XHLKL6Q2H2IH,3473.055488248122,1,1,1,5
9839,A757NT7BULMHF51Q,3458.2679636021335,1,1,1,5
9840,A758N9EJ1YC7OL32,3473.055488248122,1,1,1,5
9841,A759TYZY3Z8ON9GS,3594.887875913972,4,1,2,2
9842,A75AD33IFLEA969U,3594.887875913972,5,1,2,1
9843,A75AEWEAXG772ZWO,3454.578643139641,1,1,1,5
9844,A75BGZ3YV2WMJ1DX,7189.775751827944,4,4,4,2
9845,A75C6VMK9ZAUBIW7,3544.3271767810024,2,1,1,4
9846,A75F45FG9XPYSOBI,3594.887875913972,3,1,2,3
9847,A75G4Y2RGBV0KM4S,3454.578643139641,1,1,1,5
9848,A75G50GVJFRB6HOT,3454.578643139641,1,1,1,5
9849,A75GYPOUL16SFH6Q,3594.887875913972,2,1,2,4
9850,A75H0XE79PR7SGVC,3594.887875913972,5,1,2,1
9851,A75HGYSZ07BNXV66,3594.887875913972,5,1,2,1
9852,A75IFFFC6J2WYRNT,3594.887875913972,3,1,2,3
9853,A75K5NYO1J05JWII,7189.775751827944,5,4,4,1
9854,A75L3Z2YS4VWPJ5T,7189.775751827944,4,4,4,2
9855,A75LN9DAKGT886A2,3594.887875913972,3,1,2,3
9856,A75METKVB10D10V3,3594.887875913972,5,1,2,1
9857,A75PPDJSC9PMHSQF,3594.887875913972,2,1,2,4
9858,A75PW2TJOLZQ48WZ,7189.775751827944,4,4,4,2
9859,A75QXXJ3DKPHF41C,3594.887875913972,5,1,2,1
9860,A75RKAVESJJADQ3V,3594.887875913972,5,1,2,1
9861,A75RRDCZ4AXTAV6A,3473.055488248122,1,1,1,5
9862,A75TDUQM8VKJPYEE,3544.3271767810024,2,1,1,4
9863,A75TPTHZVIUYYFP8,3594.887875913972,3,1,2,3
9864,A75V4V6ECNROL6YJ,7189.775751827944,5,4,4,1
9865,A75VTW0E3QOA4QOP,3594.887875913972,5,1,2,1
9866,A75VUBNQNTUMMF3G,3594.887875913972,2,1,2,4
9867,A75WN1S77IZ4DO12,3594.887875913972,4,1,2,2
9868,A75Y9W5RIR5B7ZFY,7189.775751827944,5,4,4,1
9869,A75Z0WVWOGZ0V8WR,7189.775751827944,5,4,4,1
9870,A75Z5H0OJSETFVHD,3594.887875913972,3,1,2,3
9871,A75ZRSZ0D5LRNLNP,3594.887875913972,4,1,2,2
9872,A763711AHNLL0GQY,3473.055488248122,1,1,1,5
9873,A763BT1WF6MXTT5X,3458.2679636021335,1,1,1,5
9874,A764XMLM7JODP36A,3594.887875913972,4,1,2,2
9875,A768OYZ3F6HCWXBW,10784.663627741917,3,5,5,3
9876,A769W1TRXKQC9XYQ,7189.775751827944,5,4,4,1
9877,A76ASHPMN7BPHYOE,3594.887875913972,5,1,2,1
9878,A76BXGOLVEMH0I7X,3594.887875913972,3,1,2,3
9879,A76C1P7CXDNFEUVF,7189.775751827944,3,4,4,3
9880,A76CFVR5YNJ51TK3,7088.654353562005,2,4,4,4
9881,A76DE1K4066WKCP4,3454.578643139641,1,1,1,5
9882,A76GHJ0PO44VOBRC,3594.887875913972,4,1,2,2
9883,A76IBTD20EQGTGY0,7189.775751827944,5,4,4,1
9884,A76JTVASDJNTELBT,3594.887875913972,2,1,2,4
9885,A76KJ0EG44H2R094,3594.887875913972,5,1,2,1
9886,A76L9X34HDET8FJF,3594.887875913972,4,1,2,2
9887,A76LNYJJD7M674RC,3458.2679636021335,1,1,1,5
9888,A76N4XE0I5F4VOS4,3594.887875913972,5,1,2,1
9889,A76O16AD1ACIB1NR,3544.3271767810024,2,1,1,4
9890,A76OWQIQ9ZUHGKR6,3473.055488248122,1,1,1,5
9891,A76R0F1IUCUZAVM6,3594.887875913972,3,1,2,3
9892,A76RU6O72S2XAWRE,3594.887875913972,3,1,2,3
9893,A76S6RS3OTTTLHX1,3594.887875913972,3,1,2,3
9894,A76U073P02BK4RT0,3594.887875913972,3,1,2,3
9895,A76U5XMUJDY68S4U,7189.775751827944,2,4,4,4
9896,A76UTJKVBXFC71C4,3544.3271767810024,2,1,1,4
9897,A76V5BI83C8XD0V7,3473.055488248122,1,1,1,5
9898,A76WB81R620KAMZD,7189.775751827944,4,4,4,2
9899,A76X73G03VN6762G,3454.578643139641,1,1,1,5
9900,A76XESP00IOYYTUR,3454.578643139641,1,1,1,5
9901,A76XHGCDY4MAZHHY,3594.887875913972,3,1,2,3
9902,A76XVKR5QOZ9RJG9,3594.887875913972,5,1,2,1
9903,A76Z29NKQXZE5E9C,3454.578643139641,1,1,1,5
9904,A7717G6YMA9FU0JT,7189.775751827944,4,1,4,2
9905,A7718FUDX6DUDY9C,3594.887875913972,5,1,2,1
9906,A7724724S7OSTZFZ,3594.887875913972,5,1,2,1
9907,A772CT8S9IR7217B,7189.775751827944,5,4,4,1
9908,A773LJEOVVB4GD86,3594.887875913972,5,1,2,1
9909,A773VWE8APWHNIWE,10632.981530343008,2,5,5,4
9910,A774HLYAUS0MCJTF,3473.055488248122,1,1,1,5
9911,A774L9SOM3O2420J,3594.887875913972,3,1,2,3
9912,A774V8KECMXWVNNZ,3594.887875913972,5,1,2,1
9913,A775BKBEFGN2QHX0,3544.3271767810024,2,1,1,4
9914,A778CEXSJ54C3KSY,6946.110976496244,1,4,4,5
9915,A778UI9I1OU0KXZZ,10784.663627741917,3,5,5,3
9916,A779OL0BH3HCI60W,3458.2679636021335,1,1,1,5
9917,A77AISMUOY1QQ8QG,3594.887875913972,4,1,2,2
9918,A77B1RWOB4FL4Q2C,3594.887875913972,5,1,2,1
9919,A77ER50MWLM0CYSR,3544.3271767810024,2,1,1,4
9920,A77FBER43S2Z1FB0,14379.551503655888,5,5,5,1
9921,A77FFBD8WN1GJVZ5,3594.887875913972,4,1,2,2
9922,A77FI6K5EDSXO8QE,3594.887875913972,4,1,2,2
9923,A77GXJMPA9T9W0LW,3594.887875913972,4,1,2,2
9924,A77J5ORWTXHANL88,3594.887875913972,2,1,2,4
9925,A77N5E8CSY3LN2RZ,3594.887875913972,4,1,2,2
9926,A77N76S1SOJ789FX,3594.887875913972,4,1,2,2
9927,A77O0JN6CLGUQ7LC,3454.578643139641,1,1,1,5
9928,A77O5AJA4Y16AMI0,3594.887875913972,3,1,2,3
9929,A77OVAZQF9TA7G4G,3594.887875913972,3,1,2,3
9930,A77QFI7Q6TE16KML,3473.055488248122,1,1,1,5
9931,A77S2DM5UCOPBFBB,3594.887875913972,4,1,2,2
9932,A77UWTB17P25Y92G,3454.578643139641,1,1,1,5
9933,A77V0U4G894CPKS9,7189.775751827944,3,4,4,3
9934,A77WSMX6FPTSKHXZ,3544.3271767810024,2,1,1,4
9935,A77YJSB73HFK6VHU,3544.3271767810024,2,1,1,4
9936,A77Z2O2KWHAJ7JV2,3544.3271767810024,2,1,1,4
9937,A77Z6ZI67LIGXCI6,3473.055488248122,1,1,1,5
9938,A77ZPEA97A9A8A0M,7189.775751827944,2,4,4,4
9939,A77ZUJ3NBF1KCR6T,3594.887875913972,4,1,2,2
9940,A780WLENYPE7XKFT,3594.887875913972,4,1,2,2
9941,A7815VOZW9ROL8QQ,3594.887875913972,4,1,2,2
9942,A782FZ2FOGR3295P,3594.887875913972,3,1,2,3
9943,A782V1VBRQJV3GE4,3594.887875913972,4,1,2,2
9944,A7841R8I3JSDY0PX,3473.055488248122,1,1,1,5
9945,A784RM55WH4N2CP2,3594.887875913972,4,1,2,2
9946,A785CHQTO6Y7WR6F,10784.663627741917,4,5,5,2
9947,A785OUWKTW663U8O,3594.887875913972,3,1,2,3
9948,A786Z2UQ114SEBSP,3458.2679636021335,1,1,1,5
9949,A788G04Y1HOLH5VF,17721.63588390501,2,5,5,4
9950,A78A7WBPZ8GJJHQC,3594.887875913972,3,1,2,3
9951,A78DCALRTLIPNQZP,7189.775751827944,5,4,4,1
9952,A78ECNFH7VDUFMNQ,3594.887875913972,4,1,2,2
9953,A78IQZITQJMZ9S5I,10784.663627741917,4,5,5,2
9954,A78JFSDBM28EEYAO,3594.887875913972,3,1,2,3
9955,A78JPOK280ALIQ9X,3594.887875913972,4,1,2,2
9956,A78KQLNGEXAEUXBF,3544.3271767810024,2,1,1,4
9957,A78L9TH359GQDH4S,3594.887875913972,3,1,2,3
9958,A78LYEJKWSMNLOMV,3594.887875913972,4,1,2,2
9959,A78M7BF6DYCQUWKT,3458.2679636021335,1,1,1,5
9960,A78MKFN542BXOVWU,3458.2679636021335,1,1,1,5
9961,A78NATAR8HA237TP,3594.887875913972,4,1,2,2
9962,A78OUCMN23A774M3,3454.578643139641,1,1,1,5
9963,A78P4C6AXNGZ065C,7189.775751827944,5,4,4,1
9964,A78RRNLHX5IFYXTK,10419.166464744365,2,5,5,4
9965,A78RWKTDCMPQKUGZ,3454.578643139641,1,1,1,5
9966,A78SCQYQ8Z722P06,14379.551503655888,5,5,5,1
9967,A78SOW5I8SYZRB2A,3473.055488248122,1,1,1,5
9968,A78TA3RI1EWM5JEP,3594.887875913972,3,1,2,3
9969,A78TGR8HYEUUE84F,3458.2679636021335,1,1,1,5
9970,A78UZ336XQOAI9CA,7189.775751827944,3,4,4,3
9971,A78W3GCVVD6OZ5CL,3594.887875913972,4,1,2,2
9972,A78WHT3C4VZEC11I,7189.775751827944,5,4,4,1
9973,A78WT753E2BZNGAY,3594.887875913972,3,1,2,3
9974,A78WUB7YMK7CUHI9,3594.887875913972,3,1,2,3
9975,A78X31W17DWS99P1,25164.215131397803,4,5,5,2
9976,A78YOWO3N0JROIKD,3594.887875913972,5,1,2,1
9977,A78YVBMAB0FU3FMC,3594.887875913972,5,1,2,1
9978,A78Z0I5OYDFON8X6,3594.887875913972,3,1,2,3
9979,A78Z0VE2JG1RDGIK,7189.775751827944,5,4,4,1
9980,A78ZCVC1HFW5VRHJ,25164.215131397803,2,5,5,4
9981,A7900LECTB1YASUY,3458.2679636021335,1,1,1,5
9982,A790HJK82OY919TY,7189.775751827944,4,4,4,2
9983,A793FENPGN62PSSN,3594.887875913972,4,1,2,2
9984,A7966A8BLIFE9PY7,3594.887875913972,4,1,2,2
9985,A796XCT8OC7423UB,3594.887875913972,2,1,2,4
9986,A79732PDV28M3VI3,7189.775751827944,5,4,4,1
9987,A797ULTZOJDFNPJS,17974.43937956986,3,5,5,3
9988,A798F1EXH9X54U2G,7189.775751827944,5,4,4,1
9989,A798X8LQQUXF2Q44,3594.887875913972,4,1,2,2
9990,A7991Z4IIV9CPVSM,3594.887875913972,5,1,2,1
9991,A79ATGFVCJRENSFZ,3594.887875913972,3,1,2,3
9992,A79C4EWM4I1376HA,3544.3271767810024,2,1,1,4
9993,A79CGWSY1ZFTDLMF,10784.663627741917,5,5,5,1
9994,A79CSN7PWFDCHF1L,3458.2679636021335,1,1,1,5
9995,A79DJWUEBUON5MMD,3458.2679636021335,1,1,1,5
9996,A79DPLR8EBDQU6GV,3454.578643139641,1,1,1,5
9997,A79E18D3RLQV4A2C,3594.887875913972,5,1,2,1
9998,A79FO9KUQMB7Y322,7189.775751827944,5,4,4,1
9999,A79FZFQML88F5UXJ,3594.887875913972,2,1,2,4
10000,A79GT0HXKKLWXI2L,6946.110976496244,1,4,4,5
10001,A79GYRUUNMND0RS2,10784.663627741917,5,5,5,1
10002,A79HLO7ZG7VRV0SE,3544.3271767810024,2,1,1,4
10003,A79IFPLRKCBJ0TS8,7189.775751827944,5,4,4,1
10004,A79INGWDHX15MHKU,3594.887875913972,4,1,2,2
10005,A79LVU7V0MVZ5CNP,3594.887875913972,4,1,2,2
10006,A79P4H1ALLC04JUA,3594.887875913972,4,1,2,2
10007,A79PQ6DJ56DCRE6B,7189.775751827944,5,4,4,1
10008,A79SUFKL19DSTBGX,3594.887875913972,3,1,2,3
10009,A79SYGRJ6MVP2AD1,3473.055488248122,1,1,1,5
10010,A79WPMZFWCKO1Y6F,3544.3271767810024,2,1,1,4
10011,A79XBWIJDE3AACC0,3594.887875913972,5,1,2,1
10012,A79Z46WT0CVBGSL5,7189.775751827944,4,4,4,2
10013,A79ZHI4LD3D9HXWV,3594.887875913972,4,1,2,2
10014,A7A0LT6G3J3TMNKU,3458.2679636021335,1,1,1,5
10015,A7A27KNOLAADA2GB,3544.3271767810024,2,1,1,4
10016,A7A4QBIWBRL9LK9P,10784.663627741917,3,5,5,3
10017,A7A6DZIMVQLIYGSY,10784.663627741917,5,4,5,1
10018,A7A7F96V9L4RSIAI,3594.887875913972,5,1,2,1
10019,A7A7ZXRDCKR14YIG,3544.3271767810024,2,1,1,4
10020,A7A81B6YJ7NDS1PQ,3594.887875913972,2,1,2,4
10021,A7A8KPFYYL5240GJ,3594.887875913972,4,1,2,2
10022,A7A8TNKYKQMA22I8,3544.3271767810024,2,1,1,4
10023,A7A8U6K4FVB396B8,3454.578643139641,1,1,1,5
10024,A7A9CQDMCOT7967F,3544.3271767810024,2,1,1,4
10025,A7A9MM1B5U8RX0RZ,3594.887875913972,3,1,2,3
10026,A7A9Q6RZPQVJ9P3J,3594.887875913972,2,1,2,4
10027,A7AABYTJTTJ8FTPB,17974.43937956986,5,5,5,1
10028,A7AB1T0A0P3ISD6F,3594.887875913972,4,1,2,2
10029,A7ABK80NX98P0WI9,3473.055488248122,2,1,1,4
10030,A7ACN6XB3ZXJURB8,3594.887875913972,5,1,2,1
10031,A7ACXFV2IKB2L297,3594.887875913972,4,1,2,2
10032,A7ADI6ASBBY9B6F8,28759.103007311776,2,5,5,4
10033,A7AE3PIJQEO0Q69Y,3544.3271767810024,2,1,1,4
10034,A7AEDII0UJIB805K,3594.887875913972,5,1,2,1
10035,A7AF6CD4N1AIRVGD,3454.578643139641,1,1,1,5
10036,A7AHIXL1DNOL0OV5,3594.887875913972,4,1,2,2
10037,A7AILNMVQPZ9DS3W,3594.887875913972,4,1,2,2
10038,A7AJ8YP3US9JF1D6,3594.887875913972,3,1,2,3
10039,A7AK148LQLGF9OKR,3594.887875913972,4,1,2,2
10040,A7AK44DI12YE6N87,7189.775751827944,5,4,4,1
10041,A7AL8AIXODE0EZZ0,3594.887875913972,5,1,2,1
10042,A7ALF9A7D1J1AL6P,10784.663627741917,5,5,5,1
10043,A7ALU3RCZ8XYWTNR,3473.055488248122,1,1,1,5
10044,A7ALVN9FGF881UYO,3594.887875913972,3,1,2,3
10045,A7AN253E8VBTVBDB,3594.887875913972,4,1,2,2
10046,A7ANT4XRCJ84QQHJ,3594.887875913972,4,1,2,2
10047,A7AO2C49MH8X42QU,3544.3271767810024,2,1,1,4
10048,A7ARRY1M0UBCZ2G9,3544.3271767810024,2,1,1,4
10049,A7ASA289RQKKCNGG,3544.3271767810024,2,1,1,4
10050,A7ASP3PECWET0OD1,3544.3271767810024,2,1,1,4
10051,A7ASUTE0CHE6EUNM,7189.775751827944,4,4,4,2
10052,A7AU1EZ9GAF8Z9YW,7189.775751827944,4,4,4,2
10053,A7AVADN59EIQGQAX,3594.887875913972,3,1,2,3
10054,A7AVNEGO5DAQE97F,3473.055488248122,1,1,1,5
10055,A7AWQH7W0HC2BPVF,3594.887875913972,3,1,2,3
10056,A7AXRUUHU8YO38XQ,10784.663627741917,4,5,5,2
10057,A7B0UTQY2TBNV1Z7,3594.887875913972,3,1,2,3
10058,A7B1IYYN7S0EAC2R,7189.775751827944,3,4,4,3
10059,A7B1MTXK3WM59SXD,3594.887875913972,4,1,2,2
10060,A7B1UMDKM5QJMNUF,3544.3271767810024,2,1,1,4
10061,A7B231A3NERH0HVM,7189.775751827944,2,4,4,4
10062,A7B38WOEOFQS3AXW,3594.887875913972,5,1,2,1
10063,A7B3YCS9QZD03S21,3594.887875913972,5,1,2,1
10064,A7B46WQC9HL5HHG1,3454.578643139641,1,1,1,5
10065,A7B5METW49WUL333,3594.887875913972,2,1,2,4
10066,A7B703KV8V7FXD2A,3594.887875913972,4,1,2,2
10067,A7B797QRT2KHPQXH,3544.3271767810024,2,1,1,4
10068,A7B7MPTDF76UZHN8,3594.887875913972,4,1,2,2
10069,A7B82YMRE8WXL1R1,10419.166464744365,1,5,5,5
10070,A7B9BRS8AVFW3MZI,10784.663627741917,3,5,5,3
